tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
10090	Mus musculus	100124479	0	live	Mir878	Mirn878, mir-878, mmu-mir-878	microRNA 878	microRNA Mirn878|microRNA mir-878	X	X	NC_000086.7	66801508	66801585	minus	1		
10090	Mus musculus	100124460	0	live	Mir881	Mirn881, mir-881, mmu-mir-881	microRNA 881	microRNA Mirn881|microRNA mir-881	X	X	NC_000086.7	66801944	66802021	minus	1		
10090	Mus musculus	387133	0	live	Mir9-1	Mirn9, Mirn9-1, mir-9-1, mmu-mir-9-1	microRNA 9-1		3 F1	3	NC_000069.6	88215598	88215686	plus	1		
10090	Mus musculus	723967	0	live	Mir9-2	Mirn9-2, mir-9-2, mmu-mir-9-2	microRNA 9-2	mir 9-2	13 C3	13	NC_000079.6	83738814	83738885	plus	1		
10090	Mus musculus	723968	0	live	Mir9-3	Mirn9-3, mir-9-3, mmu-mir-9-3	microRNA 9-3	mir 9-3	7 D2	7	NC_000073.6	79505264	79505353	plus	1		
10090	Mus musculus	751549	0	live	Mir92-1	Mirn92-1, mir-92a-1	microRNA 92-1	mir 92-1|mmu-mir-92-1|mmu-mir-92a-1	14	14	NC_000080.6	115044427	115044506	plus	1		
10090	Mus musculus	723942	0	live	Mir92-2	Mirn92-2, mir-92a-2	microRNA 92-2	mir 92-2|mmu-mir-92-2|mmu-mir-92a-2	X	X	NC_000086.7	52741838	52741928	minus	1		
10090	Mus musculus	723886	0	live	Mir96	Mirn96, mir-96, mmu-mir-96	microRNA 96	mir 96	6 A3.3	6	NC_000072.6	30169446	30169551	minus	1		
10090	Mus musculus	387229	0	live	Mir99a	Mirn99a, mir-99a, mmu-mir-99a	microRNA 99a		16 C3.1	16	NC_000082.6	77598936	77599000	plus	1		
10090	Mus musculus	387248	0	live	Mirlet7e	Mirnlet7e, mmu-let-7e	microRNA let7e		17 A3.2	17	NC_000083.6	17830352	17830444	plus	1		
10090	Mus musculus	387251	0	live	Mirlet7i	Mirnlet7i, let-7i, mmu-let-7i	microRNA let7i		10 D2	10	NC_000076.6	122985640	122985724	minus	1		
10090	Mus musculus	27217	0	live	Mixl1	Mm1, Mml	Mix1 homeobox-like 1 (Xenopus laevis)	homeobox protein MIXL1|MIX1 homeobox-like protein 1|homeodomain protein MIX|mMix|mix.1 homeobox-like protein	1 H4	1	NC_000067.6	180693043	180697034	minus	2		
10090	Mus musculus	54484	0	live	Mkrn1	RFP	makorin, ring finger protein, 1	E3 ubiquitin-protein ligase makorin-1|RING-type E3 ubiquitin transferase makorin-1	6 B1	6	NC_000072.6	39397804	39423299	minus	11		
10090	Mus musculus	17349	0	live	Mlf1	HLS7	myeloid leukemia factor 1	myeloid leukemia factor 1|hematopoietic lineage switch 7|myelodysplasia-myeloid leukemia factor 1	3 30.91 cM	3	NC_000069.6	67374097	67400000	plus	8		
10090	Mus musculus	30853	0	live	Mlf2	AI256856, AU018944, C77284	myeloid leukemia factor 2	myeloid leukemia factor 2|Myelodysplasia-myeloid leukemia factor 2|myeloid leukemia factor 2 homolog	6 F2	6	NC_000072.6	124931388	124936149	plus	9		
10090	Mus musculus	64144	0	live	Mllt1	AA407901, BAM11, ENL, LTG19	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 1	protein ENL|leukemia-associated protein MLLT1|myeloid/lymphoid or mixed lineage-leukemia translocation to 1 homolog|myeloid/lymphoid or mixed lineage-leukemia translocation to 4 homolog|myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 1|trithorax	17 D	17	NC_000083.6	56892608	56935509	minus	12		
10090	Mus musculus	17354	0	live	Mllt10	Af10, B130021D15Rik, D630001B22Rik, mKIAA4140	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 10	protein AF-10|myeloid/lymphoid or mixed lineage-leukemia translocation to 10 homolog|myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 10	2 A3	2	NC_000068.7	18055160	18212390	plus	32		
10090	Mus musculus	56772	0	live	Mllt11	AI839562, Af1q, Zfp692	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 11	protein AF1q|ALL1-fused gene from chromosome 1q|myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 11|zinc finger protein 692	3 F2.1	3	NC_000069.6	95218544	95229632	minus	4		
10090	Mus musculus	70122	0	live	Mllt3	2210011H10Rik, 2610012I03Rik, 3830408D16Rik, Af9, D4Ertd321e	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 3	protein AF-9|myeloid/lymphoid or mixed lineage-leukemia translocation to 3 homolog|myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3|myeloid/lymphoid or mixed-lineage leukemia translocated to chromosome 3 protein homolog	4 41.06 cM	4	NC_000070.6	87769925	88033407	minus	15		
10090	Mus musculus	246198	0	live	Mllt6	AI315037, Af17	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 6	protein AF-17|myeloid/lymphoid or mixed lineage-leukemia translocation to 6 homolog|myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 6	11 61.05 cM	11	NC_000077.6	97663122	97685461	plus	20		
10090	Mus musculus	108317	0	live	Mlv1	Mlv-1	murine leukemia virus 1			7							
10090	Mus musculus	112346	0	live	Mlviq1		murine leukemia virus infection QTL, 1		7 88.85 cM	7							
10090	Mus musculus	109478	0	live	Mlviq2		murine leukemia virus infection QTL, 2			19							
10090	Mus musculus	17380	0	live	Mme	6030454K05Rik, C85356, CALLA, CD10, NEP, SFE	membrane metallo endopeptidase	neprilysin|atriopeptidase|common acute lymphoblastic leukemia antigen|enkephalinase|neutral endopeptidase 24.11|skin fibroblast elastase	3 29.97 cM	3	NC_000069.6	63295211	63383713	plus	25		
10090	Mus musculus	110215	0	live	Mml1		MuLV-induced myeloid leukemia 1	MuLV-induced myeloid leukemia 1		10							
10090	Mus musculus	433938	0	live	Mn1	AA003644, AA009236	meningioma 1	transcriptional activator MN1|probable tumor suppressor protein MN1	5 53.86 cM	5	NC_000071.6	111417300	111457030	plus	3		
10090	Mus musculus	17454	0	live	Mov10	C77703, Mov-10	Mov10 RISC complex RNA helicase	putative helicase MOV-10|moloney leukemia virus 10 protein	3 F2.2	3	NC_000069.6	104794828	104818619	minus	21		
10090	Mus musculus	83456	0	live	Mov10l1	CHAMP, Csm	Mov10 like RISC complex RNA helicase 1	RNA helicase Mov10l1|MOV10-like protein 1 homolog|Moloney leukemia virus 10-like 1 protein|cardiac helicase activated by MEF2 protein|cardiac-specific RNA helicase|moloney leukemia virus 10-like protein 1 homolog|putative helicase Mov10l1	15 E3	15	NC_000081.6	88982891	89055152	plus	27		
10090	Mus musculus	111369	0	live	Mov15	Mov-15	Moloney leukemia virus 15		XY 76.0 cM	X, Y							
10090	Mus musculus	55951	0	live	Mpc1	0610006G08Rik, 3830411I18Rik, Brp44l	mitochondrial pyruvate carrier 1	mitochondrial pyruvate carrier 1|apoptosis-regulating basic protein|brain protein 44-like protein	17 4.92 cM	17	NC_000083.6	8283787	8297667	plus	8		
10090	Mus musculus	17480	0	live	Mpl	CD110, TPO-R, c-mpl, hlb219	myeloproliferative leukemia virus oncogene	thrombopoietin receptor|myeloproliferative leukemia protein|proto-oncogene c-Mpl	4 54.61 cM	4	NC_000070.6	118442412	118457688	minus	12		
10090	Mus musculus	111683	0	live	Mpmv1	Mpmv-1	modified polytropic murine leukemia virus 1			7							
10090	Mus musculus	108500	0	live	Mpmv10	Mpmv-10	modified polytropic murine leukemia virus 10			3							
10090	Mus musculus	111737	0	live	Mpmv11	Mpmv-11	modified polytropic murine leukemia virus 11			12							
10090	Mus musculus	111738	0	live	Mpmv12	Mpmv-12	modified polytropic murine leukemia virus 12			10							
10090	Mus musculus	111706	0	live	Mpmv13	Mpmv-13	modified polytropic murine leukemia virus 13			5							
10090	Mus musculus	111707	0	live	Mpmv14	Mpmv-14	modified polytropic murine leukemia virus 14			2							
10090	Mus musculus	111739	0	live	Mpmv15	Mpmv-15	modified polytropic murine leukemia virus 15			11							
10090	Mus musculus	111708	0	live	Mpmv16	Mpmv-16	modified polytropic murine leukemia virus 16			1							
10090	Mus musculus	111740	0	live	Mpmv17	Mpmv-17	modified polytropic murine leukemia virus 17			16							
10090	Mus musculus	111741	0	live	Mpmv18	Mpmv-18	modified polytropic murine leukemia virus 18			11							
10090	Mus musculus	111709	0	live	Mpmv19	Mpmv-19	modified polytropic murine leukemia virus 19			4							
10090	Mus musculus	111697	0	live	Mpmv2	Mpmv-2	modified polytropic murine leukemia virus 2			11							
10090	Mus musculus	111710	0	live	Mpmv20	Mpmv-20	modified polytropic murine leukemia virus 20			3							
10090	Mus musculus	111711	0	live	Mpmv21	Mpmv-21	modified polytropic murine leukemia virus 21			8							
10090	Mus musculus	111742	0	live	Mpmv22	Mpmv-22	modified polytropic murine leukemia virus 22			1							
10090	Mus musculus	111712	0	live	Mpmv23	Mpmv-23, Xmmv-52, Xp-11	modified polytropic murine leukemia virus 23			5							
10090	Mus musculus	111743	0	live	Mpmv24	Env-34, Mpmv-24, Xmmv-34	modified polytropic murine leukemia virus 24			12							
10090	Mus musculus	111713	0	live	Mpmv25	Env-6, Mpmv-25, Xmmv-6	modified polytropic murine leukemia virus 25			1							
10090	Mus musculus	108513	0	live	Mpmv26	Mpmv-26	modified polytropic murine leukemia virus 26										
10090	Mus musculus	111714	0	live	Mpmv27	Mpmv-27	modified polytropic murine leukemia virus 27			9							
10090	Mus musculus	111715	0	live	Mpmv28	Mpmv-28	modified polytropic murine leukemia virus 28			2							
10090	Mus musculus	111716	0	live	Mpmv29		modified polytropic murine leukemia virus 29			1							
10090	Mus musculus	111676	0	live	Mpmv3	Mpmv-3	modified polytropic murine leukemia virus 3			2							
10090	Mus musculus	108504	0	live	Mpmv30	Mpmv-30	modified polytropic murine leukemia virus 30			14							
10090	Mus musculus	108514	0	live	Mpmv31	Mpmv-31	modified polytropic murine leukemia virus 31										
10090	Mus musculus	111717	0	live	Mpmv32	Mpmv-32	modified polytropic murine leukemia virus 32			1							
10090	Mus musculus	111718	0	live	Mpmv33	Mpmv-33	modified polytropic murine leukemia virus 33			13							
10090	Mus musculus	111719	0	live	Mpmv34	Mpmv-34	modified polytropic murine leukemia virus 34			1							
10090	Mus musculus	111720	0	live	Mpmv35	Mpmv-35	modified polytropic murine leukemia virus 35			1							
10090	Mus musculus	111721	0	live	Mpmv36	Mpmv-36	modified polytropic murine leukemia virus 36			4							
10090	Mus musculus	111722	0	live	Mpmv37	Mpmv-37	modified polytropic murine leukemia virus 37			1							
10090	Mus musculus	111698	0	live	Mpmv4	Env-3, Mpmv-4, Xmmv-3	modified polytropic murine leukemia virus 4			11							
10090	Mus musculus	111744	0	live	Mpmv40	Mpmv-40	modified polytropic murine leukemia virus 40			10							
10090	Mus musculus	111723	0	live	Mpmv41	Mpmv-41	modified polytropic murine leukemia virus 41			8							
10090	Mus musculus	111702	0	live	Mpmv42	Mpmv-42	modified polytropic murine leukemia virus 42			1							
10090	Mus musculus	111724	0	live	Mpmv43	Mpmv-43	modified polytropic murine leukemia virus 43			2							
10090	Mus musculus	111725	0	live	Mpmv44	Mpmv-44	modified polytropic murine leukemia virus 44			4							
10090	Mus musculus	111684	0	live	Mpmv5	Mpmv-5	modified polytropic murine leukemia virus 5			10							
10090	Mus musculus	111685	0	live	Mpmv6	Mpmv-6	modified polytropic murine leukemia virus 6			1							
10090	Mus musculus	111686	0	live	Mpmv7	Env-5, Mpmv-7, Xmmv-5	modified polytropic murine leukemia virus 7			5							
10090	Mus musculus	111699	0	live	Mpmv8	Mpmv-8	modified polytropic murine leukemia virus 8			11							
10090	Mus musculus	111687	0	live	Mpmv9	Mpmv-9	modified polytropic murine leukemia virus 9			3							
10090	Mus musculus	17532	0	live	Mras	2900078C09Rik, AI326250	muscle and microspikes RAS	ras-related protein M-Ras|X-Ras|ras-related protein R-Ras3	9 E3.3	9	NC_000075.6	99385420	99437700	minus	9		
10090	Mus musculus	27395	0	live	Mrpl15	HSPC145, MRP-L7, Rpml7	mitochondrial ribosomal protein L15	39S ribosomal protein L15, mitochondrial|L15mt|MRP-L15|ribosomal protein, mitochondrial, L7	1 A1	1	NC_000067.6	4773198	4785750	minus	6		
10090	Mus musculus	223701	0	live	Mrtfa	AMKL, Bsac, Mal, Mkl1, Mrtf-A	myocardin related transcription factor A	myocardin-related transcription factor A|MKL (megakaryoblastic leukemia)/myocardin-like 1|MKL/myocardin-like protein 1|basic SAP and coiled-coil domains|basic SAP coiled-coil transcription activator|megakaryoblastic leukemia (translocation) 1 homolog|megakaryocytic acute leukemia protein homolog|myocardial related transcription factor A	15 E1	15	NC_000081.6	81012281	81190736	minus	15		
10090	Mus musculus	17681	0	live	Msc	MyoR, bHLHa22	musculin	musculin|myogenic repressor	1 4.5 cM	1	NC_000067.6	14753344	14756089	minus	3		
10090	Mus musculus	76626	0	live	Msi2	1700105C15Rik, AI451722, AI563628, AW489193h, Msi2	musashi RNA-binding protein 2	RNA-binding protein Musashi homolog 2|Musashi2|musashi-2	11 C	11	NC_000077.6	88339382	88718306	minus	21		
10090	Mus musculus	17765	0	live	Mtf2	9230112N11Rik, AA537621, C76717, M96, Pcl2	metal response element binding transcription factor 2	metal-response element-binding transcription factor 2|mPCl2|metal regulatory transcription factor 2|metal response element DNA-binding protein M96|polycomb-like protein 2|ziRF1|zinc-regulated factor 1	5 F	5	NC_000071.6	108065660	108109219	plus	21		
10090	Mus musculus	56717	0	live	Mtor	2610315D21Rik, AI327068, FRAP, FRAP2, Frap1, RAFT1, RAPT1, flat	mechanistic target of rapamycin kinase	serine/threonine-protein kinase mTOR|FK506 binding protein 12-rapamycin associated protein 1|FK506-binding protein 12-rapamycin complex-associated protein 1|FKBP-rapamycin associated protein (FRAP)|FKBP12-rapamycin complex-associated protein|angiopoietin-like factor CDT6|mammalian target of rapamycin|mechanistic target of rapamycin (serine/threonine kinase)|rapamycin target protein 1	4 78.76 cM	4	NC_000070.6	148448582	148557685	plus	58		
10090	Mus musculus	17863	0	live	Myb	AI550390, M16449, c-myb	myeloblastosis oncogene	transcriptional activator Myb|gag-myb protein|myb proto-oncogene protein|myeloblastosis proto-oncogene product|proto-oncogene c-Myb|tumor-specific myb protein	10 9.75 cM	10	NC_000076.6	21124930	21160984	minus	16		
10090	Mus musculus	17865	0	live	Mybl2	B-Myb, Bmyb	myeloblastosis oncogene-like 2	myb-related protein B|myb-like protein 2	2 84.0 cM	2	NC_000068.7	163054327	163084688	plus	15		
10090	Mus musculus	17869	0	live	Myc	AU0167572, Niard, Nird, bHLHe39, Myc	myelocytomatosis oncogene	myc proto-oncogene protein|c-myc proto-oncogene|transcription factor p64	15 26.19 cM	15	NC_000081.6	61985341	61990361	plus	3		
10090	Mus musculus	17874	0	live	Myd88		myeloid differentiation primary response gene 88	myeloid differentiation primary response protein MyD88|myeloid differentiation primary response protein 88	9 71.33 cM	9	NC_000075.6	119335934	119340018	minus	6		
10090	Mus musculus	17880	0	live	Myh11	AV071570, SM1, SM2, smMHC	myosin, heavy polypeptide 11, smooth muscle	myosin-11|myosin heavy chain 11, smooth muscle|myosin heavy chain, smooth muscle isoform	16 9.71 cM	16	NC_000082.6	14194527	14292188	minus	44		
10090	Mus musculus	80732	0	live	Mynn	2810011C24Rik, AA415053, AI661031, AW049392, Mynr, SBBIZ1	myoneurin	myoneurin	3 A3	3	NC_000069.6	30602087	30619873	plus	8		
10090	Mus musculus	66830	0	live	Nacc1	2010001H03Rik, 4930511N13Rik, Btbd14b, Nac1	nucleus accumbens associated 1, BEN and BTB (POZ) domain containing	nucleus accumbens-associated protein 1|BTB (POZ) domain containing 14B|BTB/POZ domain-containing protein 14B|NAC-1|transcriptional repressor NAC1	8 41.02 cM	8	NC_000074.6	84670477	84687862	minus	8		
10090	Mus musculus	17975	0	live	Ncl	B530004O11Rik, C23, D0Nds28, D1Nds28, Nucl	nucleolin	nucleolin	1 43.94 cM	1	NC_000067.6	86344719	86359455	minus	15		
10090	Mus musculus	380684	0	live	Nefh	NF-H, NF200, Nfh, mKIAA0845	neurofilament, heavy polypeptide	neurofilament heavy polypeptide|200 kDa neurofilament protein|neurofilament 200kDa|neurofilament triplet H protein	11 3.12 cM	11	NC_000077.6	4938754	4948064	minus	4		
10090	Mus musculus	192344	0	live	NEWENTRY		Record to support submission of GeneRIFs for a gene not in Gene (house mouse; mouse).										
10090	Mus musculus	18015	0	live	Nf1	AW494271, Dsk9, E030030H24Rik, Mhdadsk9, Nf-1	neurofibromin 1	neurofibromin|neurofibromatosis 1|neurofibromatosis-related protein NF-1	11 46.74 cM	11	NC_000077.6	79339590	79581609	plus	59		
10090	Mus musculus	18018	0	live	Nfatc1	2210017P03Rik, AI449492, AV076380, NF-ATc, NFAT2, NFATc, Nfatcb	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 1	nuclear factor of activated T-cells, cytoplasmic 1|NF-ATc1|NFAT transcription complex cytosolic component|transcription factor NF-ATc	18 53.66 cM	18	NC_000084.6	80606205	80713071	minus	11		
10090	Mus musculus	18024	0	live	Nfe2l2	Nrf2	nuclear factor, erythroid derived 2, like 2	nuclear factor erythroid 2-related factor 2|NF-E2-related factor 2|NFE2-related factor 2	2 44.75 cM	2	NC_000068.7	75675513	75704663	minus	6		
10090	Mus musculus	18033	0	live	Nfkb1	NF-KB1, NF-kappaB, NF-kappaB1, p105, p50, p50/p105	nuclear factor of kappa light polypeptide gene enhancer in B cells 1, p105	nuclear factor NF-kappa-B p105 subunit|DNA-binding factor KBF1|EBP-1|NF kappaB1|NF-kappa-B1 p84/NF-kappa-B1 p98|NF-kappaB p50|nuclear factor kappaB p50|nuclear factor of kappa light chain gene enhancer in B-cells 1, p105|p50 subunit of NF kappaB	3 62.82 cM	3	NC_000069.6	135584655	135691969	minus	26		
10090	Mus musculus	18045	0	live	Nfyb	AA985999, Cbf-A	nuclear transcription factor-Y beta	nuclear transcription factor Y subunit beta|CAAT box DNA-binding protein subunit B|NF-YB|nuclear transcription factor Y subunit B	10 40.25 cM	10	NC_000076.6	82748700	82764151	minus	9		
10090	Mus musculus	18095	0	live	Nkx3-1	Bax, NKX3.1, NKX3A, Nkx-3.1, bagpipe	NK3 homeobox 1	homeobox protein Nkx-3.1|Drosophila NK-3 transcription factor, locus 1|NK-3 transcription factor, locus 1|homeobox protein NK-3 homolog A	14 36.02 cM	14	NC_000080.6	69190692	69194658	plus	2		
10090	Mus musculus	216799	0	live	Nlrp3	AGTAVPRL, AII/AVP, Cias1, FCAS, FCU, MWS, Mmig1, NALP3, Pypaf1	NLR family, pyrin domain containing 3	NACHT, LRR and PYD domains-containing protein 3|NACHT/LRR/pyrin domain-containing protein 3|PYRIN-containing APAF1-like protein 1|cold autoinflammatory syndrome 1 protein homolog|cryopyrin|mast cell maturation-associated-inducible protein 1	11 B1.3	11	NC_000077.6	59541569	59566955	plus	13		
10090	Mus musculus	171567	0	live	Nme7	D530024H21Rik, Nm23-M7, Nm23-r7	NME/NM23 family member 7	nucleoside diphosphate kinase 7|NDK 7|NDP kinase 7|non-metastatic cells 7, protein expressed in (nucleoside-diphosphate kinase)|nucleoside-diphosphate kinase	1 H2.2	1	NC_000067.6	164307524	164437300	plus	18		
10090	Mus musculus	70930	0	live	Nol8	4921532D18Rik, 5730412B09Rik	nucleolar protein 8	nucleolar protein 8|nol8	13 25.36 cM	13	NC_000079.6	49653078	49679016	plus	17		
10090	Mus musculus	18128	0	live	Notch1	9930111A19Rik, Mis6, N1, Tan1, lin-12	notch 1	neurogenic locus notch homolog protein 1|Motch A|Notch gene homolog 1|mT14|major type A protein|p300|transmembrane receptor Notch1	2 18.91 cM	2	NC_000068.7	26457902	26503822	minus	34		
10090	Mus musculus	18131	0	live	Notch3	AW229011, N3, hpbk	notch 3	neurogenic locus notch homolog protein 3	17 17.37 cM	17	NC_000083.6	32120820	32166896	minus	34		
10090	Mus musculus	18148	0	live	Npm1	B23, NO38, Npm	nucleophosmin 1	nucleophosmin|nucleolar phosphoprotein B23|nucleolar protein NO38|numatrin	11 A4	11	NC_000077.6	33152498	33164142	minus	12		
10090	Mus musculus	22025	0	live	Nr2c1	4831444H07Rik, 80.3, Eenr, TR2, Tr2-11	nuclear receptor subfamily 2, group C, member 1	nuclear receptor subfamily 2 group C member 1|80-3 cNDA|early embryonic nuclear receptor|mTR2|nr2c1|nuclear receptor subfamily 2, group H, member 1|orphan nuclear receptor TR2|orphan receptor, TR2-11|testicular receptor 2	10 48.81 cM	10	NC_000076.6	94147542	94197216	plus	17		
10090	Mus musculus	13865	0	live	Nr2f1	COUP-TF1, COUP-TFI, COUPTFA, EAR-3, EAR3, Erbal3, SVP44, Tcfcoup1	nuclear receptor subfamily 2, group F, member 1	COUP transcription factor 1|COUP transcription factor I|V-erbA-related protein 3|avian erythroblastic leukemia viral (v-erb-a) oncogene homolog-like 3	13 41.38 cM	13	NC_000079.6	78188971	78198873	minus	6		
10090	Mus musculus	13864	0	live	Nr2f6	AV090102, COUP-TF3, EAR2, Erbal2	nuclear receptor subfamily 2, group F, member 6	nuclear receptor subfamily 2 group F member 6|COUP transcription factor 3|EAR-2|V-erbA-related protein 2|avian erythroblastic leukemia viral (v-erb-a) oncogene homolog-like 2	8 34.43 cM	8	NC_000074.6	71374118	71381967	minus	7		
10090	Mus musculus	15370	0	live	Nr4a1	GFRP1, Gfrp, Hbr-1, Hbr1, Hmr, N10, NGFI-B, NGFIB, NP10, NUR77-1, NUR77-2, TIS1, TR3, nur77	nuclear receptor subfamily 4, group A, member 1	nuclear receptor subfamily 4 group A member 1|hormone receptor|nuclear hormone receptor NUR/77|nuclear protein N10|orphan nuclear receptor HMR	15 F1	15	NC_000081.6	101253902	101274795	plus	13		
10090	Mus musculus	18124	0	live	Nr4a3	AI573420, CHN, CSMF, MINOR, NOR-1, Nor1, TEC	nuclear receptor subfamily 4, group A, member 3	nuclear receptor subfamily 4 group A member 3|neural orphan receptor 1|orphan nuclear receptor TEC|translocated in extraskeletal chondrosarcoma	4 B1	4	NC_000070.6	48045078	48086447	plus	12		
10090	Mus musculus	26424	0	live	Nr5a2	AU020803, D1Ertd308e, Ftf, LRH-1, UF2-H3B	nuclear receptor subfamily 5, group A, member 2	nuclear receptor subfamily 5 group A member 2|fetoprotein transcription factor|liver receptor homolog 1	1 E4	1	NC_000067.6	136842562	136960448	minus	11		
10090	Mus musculus	18176	0	live	Nras	AV095280, N-ras	neuroblastoma ras oncogene	GTPase NRas|transforming protein N-Ras	3 45.25 cM	3	NC_000069.6	103058285	103067914	plus	10		
10090	Mus musculus	18187	0	live	Nrp2	1110048P06Rik, Np-2, Np2, Npn-2, Npn2	neuropilin 2	neuropilin-2|vascular endothelial cell growth factor 165 receptor 2	1 C2	1	NC_000067.6	62703317	62818692	plus	18		
10090	Mus musculus	18197	0	live	Nsg2	P19	neuron specific gene family member 2	neuronal vesicle trafficking-associated protein 2|neuron-specific protein family member 2|protein 8.5|protein p19	11 A4	11	NC_000077.6	31999704	32059211	plus	9		
10090	Mus musculus	67429	0	live	Nudcd1	4921532K09Rik, AA407246, AW260430, AW556235, CML66-L, Cml66	NudC domain containing 1	nudC domain-containing protein 1|chronic myelogenous leukemia tumor antigen 66|nudcd1	15 B3.2	15	NC_000081.6	44375227	44428307	minus	10		
10090	Mus musculus	101706	0	live	Numa1	6720401E04Rik, AA764025, AL022610, AU014979, NuMA	nuclear mitotic apparatus protein 1	nuclear mitotic apparatus protein 1	7 E2	7	NC_000073.6	101933977	102014959	plus	30		
10090	Mus musculus	54563	0	live	Nup210	9830001L10, AI836801, Pom210, gp190, gp210	nucleoporin 210	nuclear pore membrane glycoprotein 210|nuclear envelope pore membrane protein POM 210|nuclear pore membrane protein 210|nuclear pore protein gp210|nucleoporin 210; nuclear pore membrane glycoprotein 210; nuclear pore membrane protein 210|nucleoporin Nup210|pore membrane protein of 210 kDa	6 40.3 cM	6	NC_000072.6	91013067	91118322	minus	40		
10090	Mus musculus	69482	0	live	Nup35	2310006I24Rik, 35kDa, 5330402E05Rik, MP44, NO44	nucleoporin 35	nucleoporin NUP35|35 kDa nucleoporin|mitotic phosphoprotein 44|nuclear pore complex protein Nup53	2 C3	2	NC_000068.7	80638812	80660071	plus	10		
10090	Mus musculus	269966	0	live	Nup98	4732457F17, AI849286, Nup96	nucleoporin 98	nuclear pore complex protein Nup98-Nup96	7 54.71 cM	7	NC_000073.6	102119400	102210166	minus	34		
10090	Mus musculus	53319	0	live	Nxf1	Mex67, Mvb1, Tap	nuclear RNA export factor 1	nuclear RNA export factor 1|Mex 67 homolog|mRNA export factor TAP|modifier of vibrator 1|nuclear RNA export factor 1 homolog|tip associated protein|tip associating protein	19 5.5 cM	19	NC_000085.6	8757103	8770910	plus	20		
10090	Mus musculus	50913	0	live	Olig2	AI604895, Bhlhb1, Olg-2, Oligo2, RK17, bHLHe19	oligodendrocyte transcription factor 2	oligodendrocyte transcription factor 2	16 52.6 cM	16	NC_000082.6	91225550	91228677	plus	2		
10090	Mus musculus	18424	0	live	Otx2	E130306E05Rik	orthodenticle homeobox 2	homeobox protein OTX2|orthodenticle homolog 2	14 25.36 cM	14	NC_000080.6	48656781	48667644	minus	6		
10090	Mus musculus	18439	0	live	P2rx7	AI467586, P2X(7), P2X7R	purinergic receptor P2X, ligand-gated ion channel, 7	P2X purinoceptor 7|ATP receptor|P2X7 purinoceptor|P2X7 receptor|P2Z receptor	5 F	5	NC_000071.6	122643927	122692336	plus	16		
10090	Mus musculus	18813	0	live	Pa2g4	38kDa, AA672939, Ebp1, Plfap	proliferation-associated 2G4	proliferation-associated protein 2G4|ErbB3-binding protein 1|IRES-specific cellular trans-acting factor 45 kDa|ITAF45|mpp1|proliferation-associated 2G4, 38kD|proliferation-associated protein 1|protein p38-2G4	10 D3	10	NC_000076.6	128557766	128565934	minus	12		
10090	Mus musculus	18600	0	live	Padi2	Pdi, Pdi2, mKIAA0994	peptidyl arginine deiminase, type II	protein-arginine deiminase type-2|PAD type II|peptidyl arginine deiminase, type II; PAD type II|peptidylarginine deiminase II|protein-arginine deiminase type II	4 73.01 cM	4	NC_000070.6	140906336	140952586	plus	17		
10090	Mus musculus	11545	0	live	Parp1	5830444G22Rik, AI893648, ARTD1, Adprp, Adprt1, C80510, PARP, PPOL, msPARP, parp-1, sPARP-1	poly (ADP-ribose) polymerase family, member 1	poly [ADP-ribose] polymerase 1|ADP-ribosyltransferase (NAD+, poly (ADP-ribose) polymerase) 1|ADP-ribosyltransferase diphtheria toxin-like 1|ADPRT 1|DNA ADP-ribosyltransferase PARP1|NAD(+) ADP-ribosyltransferase 1|poly(ADP-ribose) polymerase|poly[ADP-ribose] synthase 1|poly[ADP-ribose] synthetase 1|protein poly-ADP-ribosyltransferase PARP1	1 84.44 cM	1	NC_000067.6	180568891	180600999	plus	23		
10090	Mus musculus	214424	0	live	Parp16	ARTD15, BC055447, C79952, PARP-16	poly (ADP-ribose) polymerase family, member 16	protein mono-ADP-ribosyltransferase PARP16|ADP-ribosyltransferase diphtheria toxin-like 15|mono [ADP-ribose] polymerase PARP16|poly [ADP-ribose] polymerase 16	9 C	9	NC_000075.6	65214652	65239220	plus	7		
10090	Mus musculus	114774	0	live	Pawr	2310001G03Rik, PAR4, Par-4	PRKC, apoptosis, WT1, regulator	PRKC apoptosis WT1 regulator protein|prostate apoptosis response 4 protein	10 D1	10	NC_000076.6	108332189	108414391	plus	7		
